filename,left_eye_x,left_eye_y,right_eye_x,right_eye_y,mouth_x,mouth_y,left_ear1_x,left_ear1_y,left_ear2_x,left_ear2_y,left_ear3_x,left_ear3_y,right_ear1_x,right_ear1_y,right_ear2_x,right_ear2_y,right_ear3_x,right_ear3_y,height,width
2518,0.31,0.4517543859649123,0.484,0.4232456140350877,0.426,0.6052631578947368,0.154,0.3815789473684211,0.104,0.1206140350877193,0.272,0.2719298245614035,0.442,0.24780701754385964,0.56,0.07017543859649122,0.558,0.31798245614035087,456,500
2519,0.2880710659898477,0.3515625,0.4949238578680203,0.328125,0.38451776649746194,0.4599609375,0.18401015228426396,0.32421875,0.11802030456852793,0.1376953125,0.30456852791878175,0.2158203125,0.4581218274111675,0.19921875,0.5989847715736041,0.0634765625,0.6586294416243654,0.2685546875,1024,788
2520,0.412109375,0.4699738903394256,0.4619140625,0.46475195822454307,0.439453125,0.5169712793733682,0.380859375,0.4516971279373368,0.3740234375,0.3720626631853786,0.416015625,0.4112271540469974,0.4482421875,0.4073107049608355,0.4814453125,0.3563968668407311,0.49609375,0.43994778067885115,766,1024
2521,0.5065104166666666,0.4521484375,0.58203125,0.453125,0.5377604166666666,0.498046875,0.4622395833333333,0.4111328125,0.4518229166666667,0.3486328125,0.5104166666666666,0.390625,0.5911458333333334,0.390625,0.65234375,0.3525390625,0.6484375,0.4130859375,1024,768
2522,0.3037109375,0.4479166666666667,0.501953125,0.4518229166666667,0.38671875,0.6276041666666666,0.1923828125,0.3658854166666667,0.1552734375,0.10677083333333333,0.2890625,0.234375,0.5283203125,0.23567708333333334,0.6826171875,0.11328125,0.650390625,0.390625,768,1024
2523,0.6355555555555555,0.2781065088757396,0.7288888888888889,0.33727810650887574,0.6444444444444445,0.39349112426035504,0.6066666666666667,0.1893491124260355,0.64,0.0621301775147929,0.6777777777777778,0.17455621301775148,0.7622222222222222,0.23076923076923078,0.8644444444444445,0.20414201183431951,0.8088888888888889,0.3254437869822485,338,450
2524,0.25757575757575757,0.354,0.43686868686868685,0.336,0.37373737373737376,0.46,0.13383838383838384,0.298,0.09090909090909091,0.132,0.25757575757575757,0.21,0.4065656565656566,0.2,0.5176767676767676,0.094,0.5378787878787878,0.26,500,396
2525,0.3685636856368564,0.390625,0.6639566395663956,0.4013671875,0.518970189701897,0.541015625,0.16395663956639567,0.2734375,0.21544715447154472,0.02734375,0.4146341463414634,0.205078125,0.6260162601626016,0.2216796875,0.8536585365853658,0.0458984375,0.8495934959349594,0.31640625,1024,738
2526,0.352,0.47733333333333333,0.422,0.47733333333333333,0.384,0.5893333333333334,0.326,0.35733333333333334,0.256,0.24533333333333332,0.332,0.288,0.482,0.2853333333333333,0.532,0.248,0.468,0.35733333333333334,375,500
2527,0.4351851851851852,0.228,0.595679012345679,0.214,0.5401234567901234,0.3,0.35802469135802467,0.146,0.19753086419753085,0.086,0.3734567901234568,0.112,0.5802469135802469,0.094,0.7037037037037037,0.04,0.6296296296296297,0.12,500,324
2528,0.3974609375,0.4661458333333333,0.6416015625,0.4791666666666667,0.5,0.71484375,0.2734375,0.3645833333333333,0.189453125,-0.00390625,0.3818359375,0.14973958333333334,0.693359375,0.171875,0.865234375,0.048177083333333336,0.8134765625,0.3919270833333333,768,1024
2529,0.45588235294117646,0.256,0.5882352941176471,0.244,0.5264705882352941,0.316,0.36470588235294116,0.25,0.3264705882352941,0.138,0.45588235294117646,0.176,0.5705882352941176,0.162,0.6647058823529411,0.096,0.7029411764705882,0.22,500,340
2530,0.436,0.38726790450928383,0.584,0.3129973474801061,0.574,0.46949602122015915,0.308,0.41114058355437666,0.216,0.16710875331564987,0.372,0.23607427055702918,0.49,0.17771883289124668,0.564,0.002652519893899204,0.626,0.246684350132626,377,500
2531,0.482,0.47733333333333333,0.514,0.4746666666666667,0.5,0.5093333333333333,0.462,0.456,0.44,0.4186666666666667,0.466,0.424,0.516,0.4186666666666667,0.542,0.3973333333333333,0.54,0.448,375,500
2532,0.458,0.40285714285714286,0.582,0.38,0.55,0.5028571428571429,0.344,0.31142857142857144,0.312,0.16,0.396,0.22,0.584,0.18857142857142858,0.686,0.09714285714285714,0.634,0.26,350,500
2533,0.5066666666666667,0.31,0.5973333333333334,0.304,0.5493333333333333,0.362,0.464,0.288,0.42933333333333334,0.2,0.5173333333333333,0.242,0.5813333333333334,0.238,0.648,0.174,0.68,0.274,500,375
2534,0.122,0.3049645390070922,0.196,0.2624113475177305,0.186,0.3475177304964539,0.062,0.29550827423167847,0.014,0.20567375886524822,0.086,0.2222222222222222,0.152,0.18203309692671396,0.166,0.09692671394799054,0.228,0.19621749408983452,423,500
2535,0.524,0.4144144144144144,0.658,0.3843843843843844,0.606,0.5645645645645646,0.416,0.33933933933933935,0.398,0.06606606606606606,0.528,0.1981981981981982,0.614,0.18018018018018017,0.706,-0.009009009009009009,0.746,0.26426426426426425,333,500
2536,0.376,0.5528169014084507,0.514,0.5070422535211268,0.466,0.6866197183098591,0.212,0.5246478873239436,0.138,0.3204225352112676,0.29,0.36971830985915494,0.532,0.29577464788732394,0.654,0.12323943661971831,0.636,0.39436619718309857,284,500
2537,0.5405405405405406,0.15,0.6576576576576577,0.154,0.6156156156156156,0.208,0.4264264264264264,0.12,0.42342342342342343,0.02,0.5195195195195195,0.082,0.6396396396396397,0.088,0.7297297297297297,0.034,0.7027027027027027,0.128,500,333
2538,0.494,0.49333333333333335,0.614,0.496,0.568,0.6346666666666667,0.4,0.3973333333333333,0.404,0.232,0.49,0.3333333333333333,0.598,0.336,0.69,0.24533333333333332,0.656,0.4053333333333333,375,500
2539,0.586,0.24,0.67,0.24266666666666667,0.634,0.3413333333333333,0.526,0.18133333333333335,0.524,0.050666666666666665,0.588,0.13333333333333333,0.686,0.13866666666666666,0.758,0.064,0.726,0.18933333333333333,375,500
2540,0.452,0.4246987951807229,0.588,0.45180722891566266,0.476,0.5090361445783133,0.39,0.4608433734939759,0.414,0.21987951807228914,0.488,0.33433734939759036,0.636,0.3644578313253012,0.744,0.2891566265060241,0.686,0.5240963855421686,332,500
2541,0.46,0.44533333333333336,0.568,0.4186666666666667,0.51,0.5226666666666666,0.396,0.448,0.38,0.27466666666666667,0.458,0.344,0.548,0.3253333333333333,0.606,0.21066666666666667,0.642,0.384,375,500
2542,0.43359375,0.4937888198757764,0.703125,0.4968944099378882,0.5732421875,0.7624223602484472,0.2783203125,0.38975155279503104,0.251953125,-0.10248447204968944,0.42578125,0.16770186335403728,0.705078125,0.17080745341614906,0.9150390625,-0.07453416149068323,0.833984375,0.38975155279503104,644,1024
2543,0.5327635327635327,0.438,0.7350427350427351,0.444,0.6296296296296297,0.564,0.3817663817663818,0.354,0.4444444444444444,0.168,0.5897435897435898,0.29,0.6923076923076923,0.292,0.8547008547008547,0.174,0.8774928774928775,0.372,500,351
2544,0.43825665859564167,0.302,0.648910411622276,0.272,0.559322033898305,0.374,0.28329297820823246,0.302,0.19128329297820823,0.17,0.35108958837772397,0.198,0.6585956416464891,0.154,0.7820823244552058,0.06,0.774818401937046,0.23,500,413
2545,0.3228915662650602,0.282,0.45542168674698796,0.336,0.327710843373494,0.392,0.25783132530120484,0.206,0.3421686746987952,0.048,0.39759036144578314,0.166,0.5253012048192771,0.222,0.6602409638554216,0.202,0.5807228915662651,0.34,500,415
2546,0.33577533577533575,0.2646484375,0.4444444444444444,0.2431640625,0.3907203907203907,0.3271484375,0.2967032967032967,0.1689453125,0.23565323565323565,0.1015625,0.36874236874236876,0.1220703125,0.4236874236874237,0.1142578125,0.5091575091575091,0.025390625,0.5726495726495726,0.1259765625,1024,819
2547,0.5102040816326531,0.294,0.6559766763848397,0.304,0.5860058309037901,0.366,0.3848396501457726,0.23,0.40524781341107874,0.126,0.5276967930029155,0.186,0.641399416909621,0.194,0.7988338192419825,0.156,0.7463556851311953,0.256,500,343
2548,0.7900390625,0.26265389876880985,0.8466796875,0.35294117647058826,0.775390625,0.38850889192886456,0.7607421875,0.11354309165526676,0.8330078125,0.016415868673050615,0.8359375,0.1491108071135431,0.8974609375,0.25170998632010944,0.9912109375,0.2722298221614227,0.892578125,0.32968536251709984,731,1024
2549,0.2509765625,0.3205298013245033,0.3564453125,0.31788079470198677,0.3095703125,0.4370860927152318,0.1669921875,0.2556291390728477,0.173828125,0.11125827814569536,0.2509765625,0.19072847682119207,0.3369140625,0.19205298013245034,0.4140625,0.10331125827814569,0.4091796875,0.2556291390728477,755,1024
2550,0.19466666666666665,0.184,0.35733333333333334,0.194,0.2693333333333333,0.27,0.11466666666666667,0.128,0.136,-0.016,0.23466666666666666,0.092,0.34933333333333333,0.1,0.4613333333333333,0.024,0.43466666666666665,0.15,500,375
2551,0.3310546875,0.39207650273224043,0.4599609375,0.3442622950819672,0.388671875,0.4672131147540984,0.27734375,0.3756830601092896,0.2431640625,0.16393442622950818,0.3427734375,0.24726775956284153,0.4541015625,0.2103825136612022,0.5263671875,0.05737704918032787,0.572265625,0.27459016393442626,732,1024
2552,0.454,0.432,0.532,0.43733333333333335,0.49,0.5333333333333333,0.39,0.3333333333333333,0.412,0.23466666666666666,0.462,0.312,0.526,0.31733333333333336,0.596,0.2613333333333333,0.564,0.352,375,500
2553,0.716,0.48936170212765956,0.79,0.5851063829787234,0.698,0.6409574468085106,0.708,0.300531914893617,0.828,0.2074468085106383,0.802,0.38563829787234044,0.854,0.4601063829787234,0.996,0.4308510638297872,0.88,0.5425531914893617,376,500
2554,0.492,0.40773809523809523,0.654,0.3958333333333333,0.592,0.5892857142857143,0.36,0.2767857142857143,0.374,0.05357142857142857,0.474,0.1488095238095238,0.63,0.14285714285714285,0.772,0.044642857142857144,0.734,0.2619047619047619,336,500
2555,0.4111328125,0.4172767203513909,0.453125,0.4158125915080527,0.4326171875,0.4612005856515373,0.384765625,0.39092240117130306,0.3818359375,0.3162518301610542,0.416015625,0.35724743777452417,0.4482421875,0.35724743777452417,0.4833984375,0.3191800878477306,0.4794921875,0.3938506588579795,683,1024
2556,0.37731958762886597,0.39,0.668041237113402,0.412,0.4927835051546392,0.602,0.2329896907216495,0.286,0.2515463917525773,-0.022,0.4288659793814433,0.17,0.6762886597938145,0.19,0.8907216494845361,0.058,0.8577319587628865,0.332,500,485
2557,0.432,0.38133333333333336,0.522,0.36533333333333334,0.488,0.43466666666666665,0.37,0.35733333333333334,0.346,0.256,0.406,0.296,0.52,0.2773333333333333,0.574,0.21333333333333335,0.572,0.32,375,500
2558,0.439453125,0.35546875,0.5869140625,0.4466145833333333,0.4423828125,0.5442708333333334,0.3984375,0.234375,0.4482421875,0.009114583333333334,0.5068359375,0.19010416666666666,0.6494140625,0.28515625,0.7998046875,0.21744791666666666,0.7099609375,0.4375,768,1024
2559,0.4755859375,0.3841145833333333,0.529296875,0.4817708333333333,0.427734375,0.5026041666666666,0.4833984375,0.17578125,0.5654296875,0.059895833333333336,0.552734375,0.24869791666666666,0.6484375,0.4231770833333333,0.7880859375,0.46484375,0.6513671875,0.5104166666666666,768,1024
2560,0.5520833333333334,0.17578125,0.6666666666666666,0.1845703125,0.6028645833333334,0.2353515625,0.4700520833333333,0.1513671875,0.45703125,0.056640625,0.54296875,0.09765625,0.6901041666666666,0.1083984375,0.7903645833333334,0.0810546875,0.7513020833333334,0.171875,1024,768
2561,0.4606741573033708,0.34,0.6938202247191011,0.314,0.6825842696629213,0.436,0.3146067415730337,0.244,-0.016853932584269662,0.162,0.2752808988764045,0.206,0.5561797752808989,0.18,0.6882022471910112,0.072,0.651685393258427,0.216,500,356
2562,0.4024024024024024,0.322,0.6336336336336337,0.31,0.5195195195195195,0.454,0.24924924924924924,0.242,0.19519519519519518,0.076,0.3633633633633634,0.14,0.6216216216216216,0.128,0.7657657657657657,0.042,0.7897897897897898,0.218,500,333
2563,0.6513671875,0.22526041666666666,0.73046875,0.2421875,0.677734375,0.32421875,0.626953125,0.140625,0.609375,0.0546875,0.6748046875,0.12109375,0.7314453125,0.13151041666666666,0.7958984375,0.08723958333333333,0.7978515625,0.171875,768,1024
2564,0.46,0.42133333333333334,0.542,0.42133333333333334,0.5,0.49333333333333335,0.388,0.368,0.404,0.22666666666666666,0.448,0.30666666666666664,0.548,0.31466666666666665,0.608,0.23466666666666666,0.608,0.37866666666666665,375,500
2565,0.4951171875,0.4375,0.5947265625,0.4322916666666667,0.55078125,0.5494791666666666,0.40625,0.3684895833333333,0.3916015625,0.19010416666666666,0.48828125,0.2942708333333333,0.587890625,0.2903645833333333,0.689453125,0.171875,0.6474609375,0.359375,768,1024
2566,0.3125,0.5260416666666666,0.529296875,0.5638020833333334,0.4267578125,0.8177083333333334,0.15625,0.30078125,0.17578125,0.013020833333333334,0.32421875,0.16536458333333334,0.5361328125,0.21484375,0.7392578125,0.14973958333333334,0.6328125,0.3997395833333333,768,1024
2567,0.34864864864864864,0.454,0.5486486486486486,0.462,0.43513513513513513,0.596,0.24864864864864866,0.39,0.16486486486486487,0.218,0.3810810810810811,0.312,0.5945945945945946,0.316,0.7810810810810811,0.228,0.727027027027027,0.402,500,370
2568,0.6646090534979424,0.3,0.8189300411522634,0.344,0.7325102880658436,0.43,0.551440329218107,0.218,0.6213991769547325,0.028,0.6995884773662552,0.18,0.8189300411522634,0.218,0.9794238683127572,0.138,0.9074074074074074,0.324,500,486
2569,0.3775933609958506,0.37,0.5892116182572614,0.4,0.44398340248962653,0.548,0.24273858921161826,0.402,0.2157676348547718,0.044,0.4087136929460581,0.234,0.6058091286307054,0.262,0.8506224066390041,0.132,0.7219917012448133,0.468,500,482
2570,0.5400390625,0.5833333333333334,0.7099609375,0.51953125,0.673828125,0.7747395833333334,0.3955078125,0.51953125,0.283203125,0.26953125,0.494140625,0.3580729166666667,0.6298828125,0.3059895833333333,0.724609375,0.013020833333333334,0.80078125,0.37109375,768,1024
2571,0.6181640625,0.3619791666666667,0.70703125,0.375,0.6513671875,0.4817708333333333,0.5595703125,0.29296875,0.5625,0.12630208333333334,0.6259765625,0.20052083333333334,0.7294921875,0.22005208333333334,0.806640625,0.19010416666666666,0.783203125,0.33203125,768,1024
2572,0.623046875,0.3202127659574468,0.7099609375,0.3829787234042553,0.6123046875,0.4329787234042553,0.6171875,0.20851063829787234,0.6611328125,0.09893617021276596,0.697265625,0.23085106382978723,0.765625,0.2851063829787234,0.8837890625,0.24361702127659574,0.841796875,0.3819148936170213,940,1024
2573,0.388,0.3081570996978852,0.428,0.311178247734139,0.404,0.3504531722054381,0.362,0.283987915407855,0.362,0.2054380664652568,0.394,0.25075528700906347,0.432,0.256797583081571,0.468,0.22356495468277945,0.464,0.29607250755287007,331,500
2574,0.768,0.344,0.848,0.352,0.824,0.45066666666666666,0.68,0.29333333333333333,0.688,0.152,0.754,0.25066666666666665,0.838,0.25866666666666666,0.892,0.17066666666666666,0.88,0.31466666666666665,375,500
2575,0.806,0.4984025559105431,0.838,0.6293929712460063,0.774,0.5910543130990416,0.808,0.3769968051118211,0.866,0.29073482428115016,0.858,0.402555910543131,0.896,0.5559105431309904,0.928,0.610223642172524,0.884,0.6741214057507987,313,500
2576,0.7099609375,0.3718887262079063,0.7724609375,0.363103953147877,0.7490234375,0.4407027818448023,0.654296875,0.33821376281112736,0.6513671875,0.24158125915080528,0.697265625,0.2752562225475842,0.7607421875,0.2708638360175695,0.81640625,0.2225475841874085,0.796875,0.32210834553440704,683,1024
2577,0.354,0.464,0.47,0.42933333333333334,0.434,0.584,0.264,0.3973333333333333,0.246,0.224,0.344,0.31733333333333336,0.424,0.2986666666666667,0.494,0.16533333333333333,0.516,0.33866666666666667,375,500
2578,0.3625,0.358,0.5775,0.368,0.4475,0.484,0.2425,0.304,0.2475,0.064,0.4175,0.206,0.5875,0.212,0.79,0.092,0.7925,0.322,500,400
2579,0.3642578125,0.315712187958884,0.4658203125,0.26725403817914833,0.44921875,0.3891336270190896,0.26953125,0.2922173274596182,0.2255859375,0.14243759177679882,0.326171875,0.17033773861967694,0.4150390625,0.1262848751835536,0.46484375,-0.002936857562408223,0.4892578125,0.18795888399412627,681,1024
2580,0.5260416666666666,0.2685546875,0.7239583333333334,0.3173828125,0.6119791666666666,0.3916015625,0.375,0.15625,0.37890625,-0.017578125,0.4830729166666667,0.1171875,0.75390625,0.193359375,0.91796875,0.146484375,0.7799479166666666,0.265625,1024,768
2581,0.2744140625,0.34523809523809523,0.3603515625,0.35714285714285715,0.310546875,0.43253968253968256,0.2197265625,0.2751322751322751,0.2275390625,0.16137566137566137,0.2802734375,0.21957671957671956,0.3583984375,0.23015873015873015,0.42578125,0.17989417989417988,0.4150390625,0.30158730158730157,756,1024
2582,0.512,0.5105105105105106,0.682,0.4864864864864865,0.608,0.6936936936936937,0.418,0.4174174174174174,0.39,0.17417417417417416,0.494,0.27927927927927926,0.654,0.26426426426426425,0.762,0.12612612612612611,0.772,0.3813813813813814,333,500
2583,0.45,0.3333333333333333,0.674,0.37066666666666664,0.5,0.5333333333333333,0.372,0.248,0.338,0.032,0.474,0.16,0.72,0.21066666666666667,0.924,0.136,0.822,0.33066666666666666,375,500
2584,0.58984375,0.4622395833333333,0.6806640625,0.4635416666666667,0.638671875,0.5559895833333334,0.5283203125,0.3919270833333333,0.5341796875,0.2682291666666667,0.599609375,0.3567708333333333,0.673828125,0.359375,0.7421875,0.2721354166666667,0.7392578125,0.3932291666666667,768,1024
2585,0.2880859375,0.3825065274151436,0.34765625,0.31462140992167104,0.34765625,0.412532637075718,0.248046875,0.39295039164490864,0.1787109375,0.33159268929503916,0.248046875,0.3093994778067885,0.3076171875,0.2454308093994778,0.32421875,0.15013054830287206,0.3759765625,0.2362924281984334,766,1024
2586,0.272,0.16701461377870563,0.356,0.16075156576200417,0.314,0.2359081419624217,0.222,0.1336116910229645,0.2,0.037578288100208766,0.276,0.09394572025052192,0.346,0.08977035490605428,0.406,0.016701461377870562,0.418,0.12317327766179541,479,500
2587,0.572,0.256,0.694,0.2693333333333333,0.634,0.30133333333333334,0.486,0.28,0.488,0.08266666666666667,0.56,0.184,0.698,0.2,0.786,0.112,0.77,0.31466666666666665,375,500
2588,0.454,0.49866666666666665,0.648,0.49866666666666665,0.56,0.6773333333333333,0.32,0.4266666666666667,0.302,0.13333333333333333,0.452,0.27466666666666667,0.66,0.28,0.826,0.14666666666666667,0.786,0.4266666666666667,375,500
2589,0.582,0.34933333333333333,0.658,0.3413333333333333,0.626,0.408,0.524,0.31733333333333336,0.51,0.22666666666666666,0.574,0.2773333333333333,0.65,0.2693333333333333,0.708,0.19466666666666665,0.71,0.296,375,500
2590,0.4228515625,0.46266471449487556,0.5771484375,0.44363103953147875,0.50390625,0.6427525622254758,0.3427734375,0.3235724743777452,0.341796875,0.06442166910688141,0.4248046875,0.17862371888726208,0.5654296875,0.16691068814055637,0.6513671875,0.03513909224011713,0.669921875,0.29282576866764276,683,1024
2591,0.558,0.36533333333333334,0.702,0.44,0.582,0.5386666666666666,0.5,0.216,0.532,0.013333333333333334,0.608,0.18133333333333335,0.77,0.272,0.926,0.224,0.848,0.416,375,500
2592,0.376,0.4266666666666667,0.54,0.4826666666666667,0.404,0.6426666666666667,0.346,0.264,0.308,-0.010666666666666666,0.44,0.20266666666666666,0.596,0.25066666666666665,0.764,0.144,0.728,0.39466666666666667,375,500
2593,0.21987951807228914,0.382,0.33433734939759036,0.402,0.21385542168674698,0.502,0.22289156626506024,0.33,0.2319277108433735,0.22,0.32228915662650603,0.258,0.4036144578313253,0.27,0.45481927710843373,0.224,0.5150602409638554,0.378,500,332
2594,0.206,0.42245989304812837,0.31,0.45187165775401067,0.238,0.5320855614973262,0.16,0.3048128342245989,0.174,0.17914438502673796,0.226,0.27807486631016043,0.34,0.31016042780748665,0.414,0.24598930481283424,0.392,0.3689839572192513,374,500
2595,0.372,0.5975975975975976,0.588,0.44744744744744747,0.568,0.8018018018018018,0.192,0.4774774774774775,0.088,0.13213213213213212,0.278,0.2222222222222222,0.44,0.13213213213213212,0.5,-0.16816816816816818,0.632,0.2072072072072072,333,500
2596,0.428,0.496,0.656,0.608,0.514,0.64,0.336,0.28,0.33,0.005333333333333333,0.446,0.208,0.748,0.36,0.912,0.3253333333333333,0.768,0.496,375,500
2597,0.3095703125,0.616398243045388,0.4091796875,0.6251830161054173,0.333984375,0.7364568081991215,0.265625,0.5534407027818448,0.244140625,0.3967789165446559,0.310546875,0.4904831625183016,0.427734375,0.5007320644216691,0.5009765625,0.41874084919472915,0.4873046875,0.5724743777452416,683,1024
2598,0.41,0.4264264264264264,0.54,0.44744744744744747,0.444,0.5705705705705706,0.366,0.3843843843843844,0.366,0.16216216216216217,0.454,0.2912912912912913,0.556,0.3123123123123123,0.664,0.1981981981981982,0.646,0.43243243243243246,333,500
2599,0.7685546875,0.3815104166666667,0.896484375,0.390625,0.8701171875,0.5729166666666666,0.5888671875,0.22395833333333334,0.630859375,0.020833333333333332,0.7294921875,0.16536458333333334,0.8310546875,0.17708333333333334,0.9453125,0.05859375,0.9130859375,0.25,768,1024
2600,0.3017578125,0.5690104166666666,0.3798828125,0.5481770833333334,0.373046875,0.6341145833333334,0.21484375,0.5572916666666666,0.208984375,0.4270833333333333,0.2685546875,0.4817708333333333,0.357421875,0.4622395833333333,0.3828125,0.42578125,0.39453125,0.5143229166666666,768,1024
2601,0.5626666666666666,0.534,0.6986666666666667,0.534,0.6373333333333333,0.64,0.36533333333333334,0.422,0.368,0.3,0.5146666666666667,0.382,0.712,0.384,0.8746666666666667,0.308,0.8186666666666667,0.426,500,375
2602,0.352,0.23380281690140844,0.404,0.23098591549295774,0.392,0.3211267605633803,0.282,0.18591549295774648,0.306,0.09295774647887324,0.344,0.14929577464788732,0.398,0.14929577464788732,0.426,0.04507042253521127,0.412,0.18309859154929578,355,500
2603,0.352,0.5845213849287169,0.648,0.6313645621181263,0.476,0.8940936863543788,0.118,0.3665987780040733,0.162,0.026476578411405296,0.378,0.26883910386965376,0.694,0.32790224032586557,0.988,0.1975560081466395,0.838,0.5071283095723014,491,500
2604,0.39453125,0.45703125,0.6064453125,0.5286458333333334,0.4384765625,0.703125,0.3369140625,0.30078125,0.3681640625,-0.0013020833333333333,0.4931640625,0.19661458333333334,0.6474609375,0.24479166666666666,0.828125,0.1328125,0.7802734375,0.4479166666666667,768,1024
2605,0.464,0.608,0.464,0.522,0.552,0.568,0.42933333333333334,0.654,0.272,0.67,0.34933333333333333,0.596,0.34933333333333333,0.524,0.264,0.448,0.432,0.462,500,375
2606,0.306,0.5795795795795796,0.28,0.4024024024024024,0.386,0.43843843843843844,0.298,0.7417417417417418,0.136,0.8048048048048048,0.21,0.6306306306306306,0.192,0.4894894894894895,0.076,0.36936936936936937,0.24,0.36036036036036034,333,500
2607,0.4973753280839895,0.1787109375,0.6456692913385826,0.1875,0.5551181102362205,0.2578125,0.4068241469816273,0.13671875,0.37926509186351703,0.0048828125,0.4881889763779528,0.0927734375,0.65748031496063,0.1025390625,0.7808398950131233,0.025390625,0.7467191601049868,0.158203125,1024,762
2608,0.3,0.262,0.48,0.296,0.392,0.384,0.166,0.238,0.168,0.026,0.276,0.144,0.488,0.184,0.598,0.112,0.554,0.308,500,500
2609,0.5634765625,0.5513196480938416,0.6767578125,0.5058651026392962,0.6494140625,0.6774193548387096,0.4599609375,0.4149560117302053,0.4267578125,0.2404692082111437,0.5205078125,0.2961876832844575,0.63671875,0.250733137829912,0.72265625,0.13636363636363635,0.7080078125,0.31671554252199413,682,1024
2610,0.612,0.3546666666666667,0.75,0.38666666666666666,0.65,0.49333333333333335,0.54,0.248,0.516,0.056,0.602,0.18933333333333333,0.794,0.232,0.934,0.15466666666666667,0.876,0.33066666666666666,375,500
2611,0.2783203125,0.5377604166666666,0.5244140625,0.5651041666666666,0.3740234375,0.8216145833333334,0.1630859375,0.3216145833333333,0.1318359375,0.01953125,0.3125,0.23958333333333334,0.548828125,0.265625,0.7509765625,0.05859375,0.701171875,0.3776041666666667,768,1024
2612,0.326,0.536,0.506,0.376,0.52,0.6,0.174,0.544,0.024,0.33866666666666667,0.22,0.344,0.374,0.216,0.466,-0.04533333333333334,0.52,0.24533333333333332,375,500
2613,0.39,0.4613333333333333,0.556,0.4746666666666667,0.462,0.6666666666666666,0.304,0.288,0.306,0.05333333333333334,0.406,0.22666666666666666,0.558,0.23466666666666666,0.68,0.07733333333333334,0.662,0.30933333333333335,375,500
2614,0.17234468937875752,0.4483985765124555,0.2565130260521042,0.4626334519572954,0.19238476953907815,0.5907473309608541,0.156312625250501,0.30604982206405695,0.13226452905811623,0.1601423487544484,0.19238476953907815,0.28113879003558717,0.2725450901803607,0.302491103202847,0.3346693386773547,0.20640569395017794,0.35070140280561124,0.3594306049822064,281,499
2615,0.522,0.512,0.76,0.512,0.648,0.7866666666666666,0.338,0.208,0.3,-0.09066666666666667,0.412,0.016,0.792,0.037333333333333336,0.934,-0.10133333333333333,0.914,0.23466666666666666,375,500
2616,0.504,0.30120481927710846,0.676,0.3373493975903614,0.576,0.5271084337349398,0.398,0.16265060240963855,0.41,-0.19578313253012047,0.532,0.0963855421686747,0.684,0.13253012048192772,0.858,-0.08734939759036145,0.776,0.25,332,500
2617,0.2702702702702703,0.308,0.37537537537537535,0.324,0.3033033033033033,0.37,0.2042042042042042,0.254,0.24924924924924924,0.158,0.2972972972972973,0.218,0.4084084084084084,0.236,0.4984984984984985,0.196,0.46546546546546547,0.298,500,333
2618,0.35,0.312,0.446,0.328,0.39,0.416,0.292,0.2613333333333333,0.308,0.11466666666666667,0.37,0.2,0.444,0.21333333333333335,0.52,0.152,0.506,0.2986666666666667,375,500
2619,0.35735735735735735,0.37,0.6546546546546547,0.376,0.5015015015015015,0.556,0.19519519519519518,0.228,0.16216216216216217,0.024,0.39039039039039036,0.166,0.6276276276276276,0.172,0.8738738738738738,0.04,0.8198198198198198,0.244,500,333
2620,0.25,0.534,0.512,0.55,0.32,0.818,0.246,0.36,0.104,0.068,0.31,0.27,0.552,0.292,0.798,0.022,0.814,0.414,500,500
2621,0.446,0.45866666666666667,0.648,0.42133333333333334,0.596,0.6506666666666666,0.282,0.37333333333333335,0.266,0.09333333333333334,0.43,0.24266666666666667,0.594,0.216,0.718,0.037333333333333336,0.708,0.30666666666666664,375,500
2622,0.6871584699453552,0.337890625,0.8019125683060109,0.3486328125,0.7937158469945356,0.392578125,0.5491803278688525,0.3154296875,0.5833333333333334,0.1953125,0.6502732240437158,0.259765625,0.7390710382513661,0.2685546875,0.8306010928961749,0.2236328125,0.8319672131147541,0.3359375,1024,732
2623,0.47,0.44936708860759494,0.628,0.45358649789029537,0.548,0.5759493670886076,0.332,0.31856540084388185,0.306,0.12236286919831224,0.45,0.1729957805907173,0.656,0.18354430379746836,0.79,0.14135021097046413,0.782,0.33755274261603374,474,500
2624,0.488,0.5343283582089552,0.534,0.5313432835820896,0.514,0.591044776119403,0.452,0.4955223880597015,0.458,0.4059701492537313,0.494,0.4626865671641791,0.528,0.4626865671641791,0.566,0.4059701492537313,0.562,0.48955223880597015,335,500
2625,0.364,0.5315315315315315,0.594,0.5825825825825826,0.424,0.8198198198198198,0.296,0.36036036036036034,0.25,0.03303303303303303,0.41,0.26426426426426425,0.612,0.3153153153153153,0.81,0.14414414414414414,0.754,0.4774774774774775,333,500
2626,0.414,0.39466666666666667,0.614,0.47733333333333333,0.508,0.6,0.228,0.392,0.266,0.02666666666666667,0.438,0.24533333333333332,0.586,0.30133333333333334,0.788,0.21066666666666667,0.7,0.5813333333333334,375,500
2627,0.456,0.38666666666666666,0.512,0.384,0.488,0.45066666666666666,0.412,0.3333333333333333,0.386,0.2613333333333333,0.436,0.312,0.51,0.30666666666666664,0.556,0.24266666666666667,0.548,0.3253333333333333,375,500
